time,temperature_2m_max,temperature_2m_min,precipitation_sum
2022-08-07,31.8,22.1,0.0
2022-08-08,32.6,22.4,0.0
2022-08-09,33.2,22.7,0.0
2022-08-10,32.6,23.7,0.7
2022-08-11,31.6,23.7,0.0
2022-08-12,30.4,23.2,1.2
2022-08-13,31.4,23.1,25.4
2022-08-14,30.5,23.1,12.0
2022-08-15,30.7,22.8,0.0
2022-08-16,30.9,23.2,0.2
2022-08-17,31.4,22.1,0.0
2022-08-18,32.7,21.1,0.0
2022-08-19,32.5,22.3,0.0
2022-08-20,31.8,22.9,0.0
2022-08-21,31.1,22.3,0.0
2022-08-22,32.1,21.5,0.0
2022-08-23,32.8,22.2,0.0
2022-08-24,31.5,21.5,0.0
2022-08-25,32.1,21.3,0.0
2022-08-26,32.2,23.1,0.0
2022-08-27,33.0,23.6,2.0
2022-08-28,32.6,21.8,0.0
2022-08-29,32.2,22.6,0.0
2022-08-30,32.9,23.4,0.0
2022-08-31,31.7,23.3,0.1
2022-09-01,33.0,22.4,0.0
2022-09-02,32.5,23.3,0.0
2022-09-03,34.2,22.5,0.0
2022-09-04,33.0,23.5,0.2
2022-09-05,32.0,23.6,0.0
2022-09-06,31.8,23.2,0.0
2022-09-07,31.7,23.0,2.2
2022-09-08,31.8,23.0,0.3
2022-09-09,30.8,23.4,0.7
2022-09-10,31.0,23.2,6.1
2022-09-11,31.1,22.7,0.0
2022-09-12,31.8,22.8,0.0
2022-09-13,32.0,22.0,0.0
2022-09-14,33.8,22.5,0.0
2022-09-15,33.8,24.8,0.0
2022-09-16,33.5,24.1,0.1
2022-09-17,32.9,22.4,0.0
2022-09-18,32.6,22.8,0.0
2022-09-19,33.5,23.2,0.0
2022-09-20,33.7,24.7,0.0
2022-09-21,31.9,23.9,0.0
2022-09-22,33.4,23.7,0.0
2022-09-23,32.4,23.4,0.0
2022-09-24,33.4,22.3,0.0
2022-09-25,34.6,24.5,0.0
2022-09-26,33.3,24.9,0.1
2022-09-27,33.7,25.1,0.0
2022-09-28,32.9,22.8,0.0
2022-09-29,32.9,22.1,0.3
2022-09-30,32.0,24.1,13.2
2022-10-01,31.7,23.6,19.0
2022-10-02,31.7,23.1,17.5
2022-10-03,27.9,23.5,7.3
2022-10-04,31.0,23.2,5.6
2022-10-05,31.8,22.8,8.1
2022-10-06,31.2,23.0,6.4
2022-10-07,31.5,22.9,2.2
2022-10-08,32.3,23.8,6.4
2022-10-09,31.7,23.1,3.1
2022-10-10,31.9,23.2,4.2
2022-10-11,31.2,23.6,16.0
2022-10-12,33.1,23.4,0.3
2022-10-13,32.1,24.0,5.0
2022-10-14,31.6,23.9,2.3
2022-10-15,30.1,23.6,6.2
2022-10-16,31.6,23.1,0.0
2022-10-17,31.8,24.5,0.0
2022-10-18,29.1,24.1,15.2
2022-10-19,29.5,23.1,12.3
2022-10-20,29.8,23.9,18.1
2022-10-21,28.9,23.7,26.7
2022-10-22,30.5,23.7,0.4
2022-10-23,30.9,24.1,11.2
2022-10-24,31.0,23.3,3.2
2022-10-25,30.5,23.6,26.7
2022-10-26,29.6,23.6,16.8
2022-10-27,29.2,23.5,3.0
2022-10-28,30.9,22.6,0.0
2022-10-29,30.6,22.2,1.1
2022-10-30,30.8,23.0,1.5
2022-10-31,30.8,21.9,0.3
2022-11-01,31.2,22.5,1.3
2022-11-02,31.3,23.3,0.0
2022-11-03,31.7,23.7,2.7
2022-11-04,31.6,23.7,0.3
2022-11-05,31.3,23.6,5.0
2022-11-06,30.9,24.1,15.6
2022-11-07,30.4,23.4,4.3
2022-11-08,31.0,23.4,7.5
2022-11-09,28.2,23.7,25.2
2022-11-10,30.6,23.0,10.4
2022-11-11,30.7,23.6,24.1
2022-11-12,30.3,24.1,24.9
2022-11-13,29.8,24.1,16.2
2022-11-14,30.8,24.0,26.5
2022-11-15,30.0,23.8,33.7
2022-11-16,28.9,23.8,9.5
2022-11-17,30.8,24.7,24.3
2022-11-18,29.2,24.3,7.5
2022-11-19,26.3,24.1,4.8
2022-11-20,30.4,23.8,3.4
2022-11-21,30.0,22.9,2.2
2022-11-22,30.8,23.4,7.1
2022-11-23,29.8,24.1,6.2
2022-11-24,30.6,23.6,19.2
2022-11-25,29.5,23.5,11.5
2022-11-26,29.3,23.6,13.6
2022-11-27,29.7,22.7,4.1
2022-11-28,29.3,24.0,23.7
2022-11-29,30.4,23.4,26.0
2022-11-30,30.1,23.5,0.7
2022-12-01,31.1,23.5,1.9
2022-12-02,30.2,22.9,2.7
2022-12-03,30.8,23.6,3.4
2022-12-04,30.3,23.2,11.1
2022-12-05,29.9,23.8,17.5
2022-12-06,31.2,23.8,5.1
2022-12-07,30.8,22.9,0.9
2022-12-08,31.3,22.2,0.2
2022-12-09,33.3,22.7,0.1
2022-12-10,31.1,21.6,0.2
2022-12-11,31.8,23.2,0.0
2022-12-12,31.8,23.9,1.7
2022-12-13,31.6,23.9,0.3
2022-12-14,29.8,23.5,9.8
2022-12-15,30.8,23.5,6.1
2022-12-16,30.1,23.2,27.0
2022-12-17,29.5,23.7,6.9
2022-12-18,30.7,22.0,0.6
2022-12-19,30.5,22.5,0.5
2022-12-20,31.5,22.3,0.7
2022-12-21,31.0,23.2,22.6
2022-12-22,29.9,24.4,1.5
2022-12-23,30.5,24.0,36.2
2022-12-24,30.6,23.3,2.1
2022-12-25,27.6,24.4,5.0
2022-12-26,30.1,23.5,13.4
2022-12-27,29.2,23.3,17.0
2022-12-28,30.7,23.6,18.3
2022-12-29,27.0,23.5,6.5
2022-12-30,27.2,24.6,3.2
2022-12-31,27.2,23.9,11.8
2023-01-01,29.1,24.8,2.1
2023-01-02,30.0,25.2,1.2
2023-01-03,31.9,24.3,2.0
2023-01-04,32.1,24.3,8.4
2023-01-05,31.1,24.0,6.9
2023-01-06,31.7,24.9,4.9
2023-01-07,30.7,23.1,2.6
2023-01-08,30.1,23.0,0.1
2023-01-09,30.7,22.3,1.6
2023-01-10,29.8,22.6,0.6
2023-01-11,31.0,23.1,0.0
2023-01-12,30.8,22.2,0.0
2023-01-13,31.0,22.3,7.3
2023-01-14,31.3,22.6,0.6
2023-01-15,30.7,23.4,4.2
2023-01-16,29.5,23.9,9.0
2023-01-17,30.0,23.2,3.6
2023-01-18,30.2,23.5,6.0
2023-01-19,30.7,22.5,2.3
2023-01-20,29.8,23.4,5.9
2023-01-21,30.1,23.3,14.6
2023-01-22,30.5,22.4,2.6
2023-01-23,30.4,23.1,0.6
2023-01-24,30.7,23.5,1.6
2023-01-25,29.6,24.2,19.5
2023-01-26,29.8,23.1,36.9
2023-01-27,29.6,23.6,6.8
2023-01-28,28.1,23.6,17.6
2023-01-29,29.9,22.8,5.1
2023-01-30,30.1,23.0,5.4
2023-01-31,30.0,22.9,15.3
2023-02-01,28.6,23.5,18.2
2023-02-02,27.3,23.6,11.7
2023-02-03,29.0,23.5,9.9
2023-02-04,29.1,23.9,14.4
2023-02-05,28.7,23.4,11.5
2023-02-06,29.1,23.4,0.3
2023-02-07,29.4,23.7,4.5
2023-02-08,27.9,23.0,23.9
2023-02-09,30.0,23.4,38.4
2023-02-10,30.1,23.4,12.4
2023-02-11,29.0,23.5,21.6
2023-02-12,30.6,23.5,7.7
2023-02-13,29.7,23.6,17.6
2023-02-14,30.6,23.0,20.5
2023-02-15,28.4,23.3,16.0
2023-02-16,27.4,23.2,25.5
2023-02-17,28.8,23.4,11.9
2023-02-18,28.7,23.5,19.5
2023-02-19,30.7,23.1,14.6
2023-02-20,28.9,23.3,22.6
2023-02-21,30.0,23.0,4.4
2023-02-22,30.4,23.4,29.1
2023-02-23,29.2,23.9,3.7
2023-02-24,30.1,23.6,4.4
2023-02-25,30.7,23.6,3.9
2023-02-26,30.1,23.7,8.3
2023-02-27,29.4,23.6,3.7
2023-02-28,31.4,23.6,10.8
2023-03-01,29.6,23.3,6.0
2023-03-02,27.8,22.6,26.4
2023-03-03,28.5,22.5,0.9
2023-03-04,29.7,21.9,1.5
2023-03-05,29.8,22.8,11.1
2023-03-06,29.0,22.9,0.4
2023-03-07,29.6,21.9,1.4
2023-03-08,29.7,21.5,6.1
2023-03-09,29.8,23.2,0.3
2023-03-10,30.2,22.6,0.8
2023-03-11,30.8,22.7,0.0
2023-03-12,30.7,21.6,0.2
2023-03-13,30.0,22.4,1.9
2023-03-14,29.8,22.8,8.3
2023-03-15,30.4,22.9,0.5
2023-03-16,31.0,24.1,0.9
2023-03-17,30.9,24.3,1.8
2023-03-18,30.7,23.8,3.7
2023-03-19,31.1,24.1,0.9
2023-03-20,31.2,23.7,13.6
2023-03-21,30.9,23.3,3.5
2023-03-22,30.8,23.4,10.6
2023-03-23,31.5,24.0,10.7
2023-03-24,31.0,24.3,11.9
2023-03-25,29.9,24.4,19.7
2023-03-26,29.5,24.1,13.1
2023-03-27,29.0,23.9,6.3
2023-03-28,29.1,24.0,9.1
2023-03-29,29.5,23.9,1.0
2023-03-30,30.4,23.7,8.2
2023-03-31,29.8,23.3,2.7
2023-04-01,29.6,23.0,2.4
2023-04-02,29.1,23.3,2.1
2023-04-03,29.7,23.7,5.6
2023-04-04,30.0,23.6,13.2
2023-04-05,29.7,22.9,1.2
2023-04-06,29.8,23.0,3.4
2023-04-07,29.4,23.1,0.2
2023-04-08,30.6,23.3,0.5
2023-04-09,30.3,23.3,0.4
2023-04-10,30.2,23.7,3.8
2023-04-11,30.0,23.1,2.3
2023-04-12,30.3,23.5,4.5
2023-04-13,28.9,23.9,14.0
2023-04-14,30.7,24.0,4.5
2023-04-15,31.1,23.4,8.0
2023-04-16,30.8,23.7,1.3
2023-04-17,29.2,24.5,4.1
2023-04-18,30.4,24.2,3.0
2023-04-19,31.2,23.2,1.6
2023-04-20,31.2,24.2,1.2
2023-04-21,30.3,24.3,6.8
2023-04-22,31.6,24.1,0.5
2023-04-23,31.4,24.5,0.3
2023-04-24,31.5,24.5,0.0
2023-04-25,31.5,24.0,0.3
2023-04-26,30.7,24.5,0.6
2023-04-27,31.7,24.0,1.0
2023-04-28,30.0,24.5,19.5
2023-04-29,28.0,24.1,16.4
2023-04-30,30.4,23.7,10.0
2023-05-01,30.4,23.7,7.4
2023-05-02,29.9,23.7,12.6
2023-05-03,30.3,24.6,2.0
2023-05-04,31.1,24.8,4.4
2023-05-05,31.7,23.7,0.0
2023-05-06,30.9,24.0,3.3
2023-05-07,32.0,23.9,0.0
2023-05-08,32.1,23.6,0.0
2023-05-09,31.6,23.3,3.2
2023-05-10,30.1,24.6,8.7
2023-05-11,29.4,24.1,11.0
2023-05-12,31.5,24.0,0.2
2023-05-13,31.4,24.0,0.0
2023-05-14,31.0,21.9,0.0
2023-05-15,30.7,22.0,0.0
2023-05-16,30.8,22.1,0.0
2023-05-17,30.6,21.4,0.2
2023-05-18,31.1,21.8,0.0
2023-05-19,31.2,22.1,0.0
2023-05-20,30.9,22.5,0.0
2023-05-21,30.6,22.1,0.0
2023-05-22,30.6,21.5,0.0
2023-05-23,30.4,21.6,0.0
2023-05-24,30.7,22.2,0.0
2023-05-25,31.8,22.7,0.0
2023-05-26,32.5,22.5,0.0
2023-05-27,32.2,23.5,0.0
2023-05-28,31.4,21.9,0.0
2023-05-29,31.2,22.1,0.0
2023-05-30,30.9,22.9,0.0
2023-05-31,32.1,22.0,0.0
2023-06-01,31.5,22.1,0.0
2023-06-02,31.9,22.7,0.0
2023-06-03,32.8,22.2,0.0
2023-06-04,32.1,23.3,3.1
2023-06-05,32.1,23.3,8.6
2023-06-06,32.8,23.2,0.0
2023-06-07,32.4,24.2,0.0
2023-06-08,31.4,23.7,0.0
2023-06-09,33.0,23.5,0.0
2023-06-10,32.5,21.4,0.0
2023-06-11,31.6,22.9,1.9
2023-06-12,31.4,23.2,0.0
2023-06-13,31.8,23.0,0.0
2023-06-14,32.2,22.7,0.0
2023-06-15,32.5,22.5,0.0
2023-06-16,31.1,22.7,0.0
2023-06-17,31.1,21.9,0.0
2023-06-18,30.6,22.7,0.0
2023-06-19,30.9,24.1,0.0
2023-06-20,31.3,22.5,0.0
2023-06-21,32.3,22.6,0.0
2023-06-22,31.5,22.0,0.0
2023-06-23,31.2,23.5,0.0
2023-06-24,31.2,21.9,0.0
2023-06-25,30.7,22.1,0.2
2023-06-26,31.2,22.3,0.4
2023-06-27,31.8,22.8,2.1
2023-06-28,33.0,22.7,2.2
2023-06-29,33.1,24.0,0.1
2023-06-30,32.8,23.7,1.5
2023-07-01,32.7,24.0,0.8
2023-07-02,32.5,24.4,2.8
2023-07-03,32.2,23.0,3.1
2023-07-04,32.0,23.9,1.2
2023-07-05,32.9,23.0,0.4
2023-07-06,33.1,23.0,0.7
2023-07-07,31.8,23.8,0.2
2023-07-08,29.1,23.2,2.2
2023-07-09,31.4,23.3,0.8
2023-07-10,32.6,22.1,0.5
2023-07-11,32.4,22.6,0.0
2023-07-12,32.3,21.8,0.0
2023-07-13,32.7,23.5,0.0
2023-07-14,32.1,24.0,0.0
2023-07-15,32.3,22.0,0.0
2023-07-16,32.9,22.7,0.0
2023-07-17,33.2,20.6,0.0
2023-07-18,32.8,20.2,0.0
2023-07-19,33.2,20.8,0.0
2023-07-20,32.2,21.9,0.0
2023-07-21,31.7,21.5,0.0
2023-07-22,32.5,22.4,0.0
2023-07-23,32.7,24.2,0.0
2023-07-24,31.4,23.3,0.0
2023-07-25,31.0,22.2,0.0
2023-07-26,32.1,21.0,0.0
2023-07-27,31.5,20.3,0.0
2023-07-28,31.9,20.7,0.0
2023-07-29,32.2,21.0,0.0
2023-07-30,33.3,20.5,0.0
2023-07-31,32.2,20.9,0.0
2023-08-01,31.9,21.7,0.0
2023-08-02,31.8,22.8,0.0
2023-08-03,32.0,23.2,0.0
2023-08-04,33.0,23.4,0.0
2023-08-05,32.8,22.3,0.0
2023-08-06,31.8,22.9,0.0
2023-08-07,31.7,21.7,0.0
2023-08-08,30.8,22.7,0.0
2023-08-09,31.9,21.7,0.0
2023-08-10,31.1,21.0,0.0
2023-08-11,31.3,19.1,0.0
2023-08-12,31.5,20.1,0.0
2023-08-13,31.4,21.4,0.0
2023-08-14,32.9,20.9,0.0
2023-08-15,32.1,21.0,0.0
2023-08-16,33.1,20.7,0.0
2023-08-17,33.0,21.1,0.0
2023-08-18,32.9,21.0,0.0
2023-08-19,31.9,20.9,0.0
2023-08-20,31.5,23.1,0.1
2023-08-21,33.2,22.3,0.0
2023-08-22,32.4,22.4,0.0
2023-08-23,32.5,20.9,0.0
2023-08-24,31.9,20.9,0.0
2023-08-25,32.0,22.8,0.0
2023-08-26,32.0,23.4,0.0
2023-08-27,31.8,22.5,0.0
2023-08-28,32.1,21.3,0.0
2023-08-29,32.1,21.2,0.0
2023-08-30,31.6,20.2,0.0
2023-08-31,32.3,20.5,0.0
2023-09-01,32.1,21.8,0.0
2023-09-02,31.5,20.1,0.0
2023-09-03,31.1,22.3,0.0
2023-09-04,32.3,19.6,0.0
2023-09-05,32.4,21.2,0.0
2023-09-06,33.8,22.5,0.4
2023-09-07,32.7,22.1,0.0
2023-09-08,31.7,21.7,0.0
2023-09-09,32.0,20.2,0.0
2023-09-10,32.4,21.1,0.0
2023-09-11,32.7,23.1,0.0
2023-09-12,33.4,22.8,0.0
2023-09-13,32.6,22.8,0.0
2023-09-14,33.3,23.1,0.2
2023-09-15,33.3,21.7,0.0
2023-09-16,32.2,23.1,0.0
2023-09-17,32.2,22.0,0.5
2023-09-18,34.0,22.8,0.0
2023-09-19,33.2,22.5,0.0
2023-09-20,32.2,22.1,0.0
2023-09-21,32.2,20.9,0.0
2023-09-22,33.2,19.9,0.0
2023-09-23,33.0,21.4,0.0
2023-09-24,33.0,22.2,0.0
2023-09-25,35.1,23.6,0.0
2023-09-26,33.7,21.5,0.0
2023-09-27,32.8,22.8,0.0
2023-09-28,31.7,21.8,0.0
2023-09-29,32.9,22.4,0.0
2023-09-30,32.3,22.4,0.0
2023-10-01,32.7,22.7,0.0
2023-10-02,32.7,22.8,0.2
2023-10-03,32.6,22.3,0.0
2023-10-04,32.4,23.7,0.0
2023-10-05,33.1,23.2,0.0
2023-10-06,33.9,23.2,0.0
2023-10-07,33.4,24.2,0.0
2023-10-08,33.3,22.9,0.0
2023-10-09,33.2,22.3,0.2
2023-10-10,33.9,24.0,0.2
2023-10-11,32.9,23.0,0.0
2023-10-12,33.3,23.3,0.0
2023-10-13,33.5,22.9,0.8
2023-10-14,33.8,22.9,0.0
2023-10-15,34.2,22.5,0.0
2023-10-16,33.7,24.1,0.0
2023-10-17,34.1,23.6,0.0
2023-10-18,34.3,22.9,0.0
2023-10-19,34.8,23.2,0.0
2023-10-20,33.5,23.2,0.0
2023-10-21,34.0,24.7,0.0
2023-10-22,33.1,23.0,0.0
2023-10-23,33.3,23.4,0.4
2023-10-24,33.4,24.2,0.0
2023-10-25,33.4,23.4,0.0
2023-10-26,34.7,24.0,0.0
2023-10-27,34.6,23.5,0.0
2023-10-28,34.2,22.8,0.0
2023-10-29,34.0,23.3,0.0
2023-10-30,33.9,23.8,0.0
2023-10-31,33.3,23.4,0.0
2023-11-01,33.9,23.4,0.0
2023-11-02,33.5,24.8,0.0
2023-11-03,33.5,25.7,1.8
2023-11-04,33.3,24.2,1.3
2023-11-05,33.4,23.2,0.0
2023-11-06,34.6,23.5,0.0
2023-11-07,33.9,23.1,0.0
2023-11-08,34.7,23.3,0.0
2023-11-09,34.2,25.3,0.3
2023-11-10,34.9,24.9,1.8
2023-11-11,34.0,24.4,0.0
2023-11-12,34.0,24.1,0.1
2023-11-13,34.4,24.8,0.0
2023-11-14,34.5,25.5,0.8
2023-11-15,34.9,25.9,2.0
2023-11-16,35.4,25.2,1.8
2023-11-17,33.6,25.7,1.7
2023-11-18,34.9,23.4,0.0
2023-11-19,34.7,24.8,0.1
2023-11-20,34.9,24.5,2.1
2023-11-21,34.4,24.6,0.0
2023-11-22,35.8,24.5,0.1
2023-11-23,34.0,25.4,0.0
2023-11-24,34.7,24.8,1.2
2023-11-25,33.4,25.1,2.3
2023-11-26,34.0,23.4,1.5
2023-11-27,33.4,24.0,12.8
2023-11-28,31.8,23.6,13.5
2023-11-29,33.8,23.8,4.4
2023-11-30,33.3,24.3,24.1
2023-12-01,30.8,24.2,12.4
2023-12-02,31.4,24.3,13.1
2023-12-03,32.3,23.5,0.9
2023-12-04,31.8,23.6,2.0
2023-12-05,32.3,23.9,2.2
2023-12-06,33.7,24.2,0.4
2023-12-07,33.6,24.2,3.3
2023-12-08,33.6,23.8,3.2
2023-12-09,31.8,24.6,0.9
2023-12-10,31.8,25.0,29.1
2023-12-11,33.2,24.2,0.0
2023-12-12,33.1,23.3,0.1
2023-12-13,32.2,24.3,16.7
2023-12-14,32.3,24.4,7.9
2023-12-15,32.2,24.8,10.3
2023-12-16,32.5,23.0,0.1
2023-12-17,33.3,24.2,1.0
2023-12-18,33.1,23.9,0.0
2023-12-19,33.9,23.4,0.0
2023-12-20,34.2,24.6,0.2
2023-12-21,33.1,23.2,1.5
2023-12-22,33.9,24.3,2.0
2023-12-23,34.3,24.0,0.0
2023-12-24,34.2,24.0,0.0
2023-12-25,32.6,25.0,12.3
2023-12-26,33.1,24.3,6.5
2023-12-27,32.4,24.3,1.6
2023-12-28,32.6,25.0,2.3
2023-12-29,34.0,24.4,3.8
2023-12-30,33.3,24.9,3.3
2023-12-31,33.7,25.1,0.7
2024-01-01,32.2,25.4,13.4
2024-01-02,33.1,25.2,2.3
2024-01-03,30.5,24.2,29.2
2024-01-04,32.3,24.4,13.5
2024-01-05,31.1,23.9,2.0
2024-01-06,30.1,25.1,14.8
2024-01-07,29.9,25.2,13.5
2024-01-08,31.7,24.2,12.0
2024-01-09,32.1,24.2,7.4
2024-01-10,32.5,24.5,11.8
2024-01-11,33.2,24.0,5.0
2024-01-12,32.9,23.3,0.3
2024-01-13,33.3,22.6,0.0
2024-01-14,33.0,24.9,0.0
2024-01-15,31.9,25.0,4.8
2024-01-16,31.3,24.9,5.9
2024-01-17,30.0,24.8,8.3
2024-01-18,32.1,23.9,6.4
2024-01-19,30.9,24.3,2.0
2024-01-20,33.5,24.4,0.4
2024-01-21,33.6,24.6,0.2
2024-01-22,32.7,23.9,8.8
2024-01-23,32.2,24.1,2.8
2024-01-24,33.1,23.6,1.0
2024-01-25,33.3,23.7,3.5
2024-01-26,31.6,23.9,16.6
2024-01-27,31.0,23.9,4.5
2024-01-28,31.4,23.3,2.5
2024-01-29,30.7,24.3,14.4
2024-01-30,30.5,23.0,5.0
2024-01-31,31.6,24.0,3.4
2024-02-01,31.5,24.0,0.2
2024-02-02,31.3,23.9,1.9
2024-02-03,29.2,23.5,22.4
2024-02-04,30.2,23.8,9.2
2024-02-05,31.8,23.4,10.6
2024-02-06,31.2,23.4,18.3
2024-02-07,30.3,23.9,2.7
2024-02-08,31.0,23.1,5.0
2024-02-09,32.7,23.5,8.9
2024-02-10,30.0,23.8,7.9
2024-02-11,31.3,23.1,5.3
2024-02-12,31.6,23.1,19.0
2024-02-13,31.7,24.2,1.2
2024-02-14,30.8,24.6,0.8
2024-02-15,31.5,25.5,6.0
2024-02-16,31.9,24.6,0.5
2024-02-17,31.8,24.6,20.8
2024-02-18,31.1,24.1,6.6
2024-02-19,31.9,23.9,3.4
2024-02-20,33.3,25.0,7.6
2024-02-21,33.0,24.3,6.7
2024-02-22,34.0,24.0,3.5
2024-02-23,31.5,25.0,3.0
2024-02-24,30.9,24.3,19.9
2024-02-25,29.5,24.4,13.8
2024-02-26,30.8,24.1,1.6
2024-02-27,31.7,23.8,0.4
2024-02-28,31.3,24.6,9.7
2024-02-29,31.9,24.8,7.4
2024-03-01,31.8,25.1,18.6
2024-03-02,31.3,24.5,9.1
2024-03-03,31.9,24.7,7.1
2024-03-04,32.2,24.6,20.8
2024-03-05,31.6,24.7,9.8
2024-03-06,31.9,24.0,10.3
2024-03-07,30.6,24.2,11.8
2024-03-08,31.6,25.0,7.6
2024-03-09,29.6,24.4,9.7
2024-03-10,28.9,23.8,9.3
2024-03-11,30.2,23.7,5.5
2024-03-12,29.4,24.3,2.3
2024-03-13,29.0,25.3,9.5
2024-03-14,28.7,24.9,4.2
2024-03-15,30.6,24.3,4.0
2024-03-16,32.3,24.2,5.1
2024-03-17,31.0,23.4,1.3
2024-03-18,32.5,24.1,0.2
2024-03-19,32.1,23.5,1.0
2024-03-20,32.1,23.0,3.0
2024-03-21,31.1,24.0,7.6
2024-03-22,32.0,23.8,0.4
2024-03-23,32.8,23.8,0.0
2024-03-24,32.8,23.6,2.2
2024-03-25,32.6,24.3,7.2
2024-03-26,33.7,24.3,1.3
2024-03-27,34.3,24.1,0.2
2024-03-28,34.1,24.7,21.7
2024-03-29,31.9,23.8,0.2
2024-03-30,33.4,24.7,0.0
2024-03-31,34.1,24.6,0.0
2024-04-01,33.5,24.8,0.6
2024-04-02,32.8,25.1,0.1
2024-04-03,33.6,24.8,0.2
2024-04-04,34.0,24.7,13.5
2024-04-05,32.4,24.1,11.4
2024-04-06,33.9,23.8,0.0
2024-04-07,33.2,23.7,7.2
2024-04-08,32.3,25.3,2.7
2024-04-09,30.5,24.7,29.8
2024-04-10,30.6,24.3,2.6
2024-04-11,30.5,24.9,6.9
2024-04-12,31.4,24.7,7.0
2024-04-13,32.0,24.8,0.4
2024-04-14,32.6,24.9,0.0
2024-04-15,32.4,24.1,0.1
2024-04-16,32.8,24.3,0.6
2024-04-17,31.3,25.6,0.9
2024-04-18,32.7,24.6,0.5
2024-04-19,33.4,24.3,0.4
2024-04-20,34.2,24.2,0.5
2024-04-21,32.7,25.8,1.3
2024-04-22,32.7,24.6,4.1
2024-04-23,31.4,25.6,6.5
2024-04-24,31.1,24.9,20.2
2024-04-25,28.8,24.7,23.7
2024-04-26,32.0,23.9,0.2
2024-04-27,32.5,24.2,0.1
2024-04-28,32.8,24.5,0.3
2024-04-29,32.9,25.0,0.0
2024-04-30,32.8,24.9,0.1
2024-05-01,32.8,24.4,0.0
2024-05-02,32.8,24.2,0.9
2024-05-03,33.6,24.1,0.1
2024-05-04,33.6,24.6,0.7
2024-05-05,32.8,24.0,0.0
2024-05-06,33.6,23.2,0.0
2024-05-07,33.0,24.0,0.5
2024-05-08,32.9,24.5,0.1
2024-05-09,33.5,24.4,1.9
2024-05-10,33.7,24.2,0.0
2024-05-11,34.6,25.0,1.4
2024-05-12,34.6,25.2,0.0
2024-05-13,33.6,23.6,0.1
2024-05-14,33.9,24.4,0.3
2024-05-15,34.3,24.5,0.0
2024-05-16,33.6,23.3,0.0
2024-05-17,33.7,24.5,0.2
2024-05-18,34.2,23.7,0.8
2024-05-19,35.2,23.6,0.0
2024-05-20,33.6,23.2,0.0
2024-05-21,34.1,23.9,0.0
2024-05-22,33.7,24.1,0.0
2024-05-23,34.2,24.6,0.0
2024-05-24,34.1,25.1,0.2
2024-05-25,34.2,25.4,0.0
2024-05-26,34.4,24.4,0.5
2024-05-27,33.5,25.0,0.6
2024-05-28,33.8,24.4,0.1
2024-05-29,34.0,24.4,0.0
2024-05-30,34.2,24.3,0.0
2024-05-31,34.1,24.8,0.0
2024-06-01,33.8,25.4,0.4
2024-06-02,33.5,25.0,12.8
2024-06-03,33.8,24.6,0.1
2024-06-04,33.4,24.2,0.0
2024-06-05,34.1,22.9,1.0
2024-06-06,33.1,23.3,0.0
2024-06-07,32.4,23.3,0.2
2024-06-08,32.2,23.7,0.2
2024-06-09,33.2,24.6,0.3
2024-06-10,33.1,24.1,0.2
2024-06-11,32.9,23.8,0.5
2024-06-12,33.4,23.5,0.0
2024-06-13,32.3,23.7,8.0
2024-06-14,31.7,24.5,1.2
2024-06-15,31.3,24.1,1.4
2024-06-16,32.4,22.0,0.1
2024-06-17,33.1,22.5,0.1
2024-06-18,31.8,22.3,0.0
2024-06-19,32.4,20.3,0.0
2024-06-20,32.4,20.7,0.0
2024-06-21,32.5,21.5,0.0
2024-06-22,32.7,20.6,0.0
2024-06-23,33.6,22.7,0.9
2024-06-24,33.4,23.8,0.6
2024-06-25,32.8,22.8,0.0
2024-06-26,33.1,22.8,0.3
2024-06-27,32.1,24.1,0.1
2024-06-28,31.8,24.1,1.3
2024-06-29,32.9,23.1,0.1
2024-06-30,33.0,24.0,0.0
2024-07-01,32.6,24.1,0.1
2024-07-02,32.5,23.0,1.1
2024-07-03,31.9,23.7,2.4
2024-07-04,32.6,23.2,6.0
2024-07-05,32.1,23.2,0.0
2024-07-06,32.6,22.5,0.7
2024-07-07,31.6,23.5,0.0
2024-07-08,32.7,22.6,0.0
2024-07-09,32.0,22.1,0.0
2024-07-10,31.8,22.5,0.0
2024-07-11,33.2,21.2,0.0
2024-07-12,33.7,20.9,0.0
2024-07-13,32.9,21.7,0.0
2024-07-14,33.1,20.0,0.0
2024-07-15,32.8,20.0,0.0
2024-07-16,33.0,21.3,0.0
2024-07-17,31.5,20.2,0.0
2024-07-18,31.4,21.2,0.0
2024-07-19,33.7,21.8,0.0
2024-07-20,33.1,22.2,0.0
2024-07-21,32.6,22.2,0.0
2024-07-22,31.9,21.6,0.0
2024-07-23,32.4,20.8,0.0
2024-07-24,32.2,22.1,0.0
2024-07-25,31.8,22.2,0.0
2024-07-26,32.1,22.0,0.0
2024-07-27,32.5,21.8,0.0
2024-07-28,32.8,21.9,0.0
2024-07-29,32.2,21.7,0.0
2024-07-30,33.5,23.1,0.5
2024-07-31,32.4,24.1,0.0
2024-08-01,31.9,23.4,1.6
2024-08-02,31.7,23.1,0.1
2024-08-03,32.5,22.8,0.0
2024-08-04,33.8,23.1,0.8
2024-08-05,32.4,21.9,0.0
2024-08-06,32.4,21.4,0.0
2024-08-07,33.2,21.6,0.0
2024-08-08,33.3,22.8,0.2
2024-08-09,33.5,23.0,0.0
2024-08-10,32.3,22.7,0.0
