time,temperature_2m_max,temperature_2m_min,precipitation_sum
2024-08-11,33.4,22.1,0.0
2024-08-12,31.8,21.8,0.0
2024-08-13,33.4,20.9,0.0
2024-08-14,33.3,22.0,0.0
2024-08-15,33.7,20.6,0.0
2024-08-16,32.9,21.2,0.0
2024-08-17,32.6,23.4,0.0
2024-08-18,31.0,21.4,0.0
2024-08-19,33.3,20.5,0.0
2024-08-20,32.6,21.7,0.0
2024-08-21,31.9,21.4,0.0
2024-08-22,31.9,22.2,0.0
2024-08-23,32.4,22.1,0.0
2024-08-24,32.7,21.9,0.0
2024-08-25,32.8,22.3,0.0
2024-08-26,33.2,23.1,0.0
2024-08-27,34.3,21.4,0.0
2024-08-28,33.0,21.9,0.0
2024-08-29,32.9,22.9,1.4
2024-08-30,33.0,22.3,0.0
2024-08-31,33.2,22.2,0.0
2024-09-01,32.4,22.4,0.4
2024-09-02,32.1,22.7,0.0
2024-09-03,32.1,21.6,0.0
2024-09-04,32.8,23.1,0.0
2024-09-05,33.1,23.9,0.0
2024-09-06,33.9,23.6,0.0
2024-09-07,33.2,22.5,0.0
2024-09-08,32.7,23.4,0.6
2024-09-09,32.9,23.6,0.0
2024-09-10,32.8,24.4,0.0
2024-09-11,33.0,24.2,0.0
2024-09-12,34.0,22.0,0.0
2024-09-13,34.0,21.8,0.6
2024-09-14,34.0,21.8,0.1
2024-09-15,34.9,22.8,0.0
2024-09-16,32.8,22.9,0.2
2024-09-17,34.2,21.8,0.0
2024-09-18,33.2,21.7,0.0
2024-09-19,33.9,21.1,0.0
2024-09-20,32.1,22.7,0.0
2024-09-21,32.5,21.8,0.0
2024-09-22,32.5,23.4,0.0
2024-09-23,32.4,24.8,3.2
2024-09-24,32.6,24.9,2.4
2024-09-25,32.8,24.2,2.6
2024-09-26,33.6,24.2,1.4
2024-09-27,32.9,24.0,2.2
2024-09-28,33.3,23.4,0.0
2024-09-29,33.6,23.3,0.0
2024-09-30,33.8,23.1,0.0
2024-10-01,33.9,23.8,0.0
2024-10-02,33.8,24.6,0.0
2024-10-03,33.4,23.2,0.0
2024-10-04,33.2,22.8,0.0
2024-10-05,33.8,24.3,0.0
2024-10-06,33.4,23.6,0.0
2024-10-07,34.4,23.7,0.0
2024-10-08,34.0,24.0,1.0
2024-10-09,33.9,24.6,0.0
2024-10-10,34.3,24.1,0.0
2024-10-11,33.3,23.1,0.0
2024-10-12,34.1,24.3,0.0
2024-10-13,34.5,24.5,0.1
2024-10-14,33.6,23.6,0.0
2024-10-15,34.4,25.0,0.0
2024-10-16,35.5,22.6,0.0
2024-10-17,35.7,23.6,0.0
2024-10-18,33.5,24.0,0.1
2024-10-19,33.5,23.6,1.3
2024-10-20,31.9,23.8,1.6
2024-10-21,33.1,24.6,1.2
2024-10-22,33.7,24.0,0.3
2024-10-23,34.2,23.0,0.3
2024-10-24,33.9,24.2,0.0
2024-10-25,34.4,23.4,0.0
2024-10-26,35.0,24.5,0.0
2024-10-27,34.9,24.2,0.1
2024-10-28,34.5,24.7,0.0
2024-10-29,34.4,24.4,0.1
2024-10-30,34.5,24.1,0.0
2024-10-31,34.0,25.9,0.9
2024-11-01,30.6,24.7,12.0
2024-11-02,31.3,23.4,12.7
2024-11-03,31.6,23.5,12.1
2024-11-04,31.8,24.4,2.2
2024-11-05,31.8,24.2,0.0
2024-11-06,32.9,22.6,0.0
2024-11-07,32.8,22.7,0.0
2024-11-08,32.5,23.9,1.9
2024-11-09,33.0,24.2,3.8
2024-11-10,31.8,25.1,3.8
2024-11-11,32.9,24.4,6.8
2024-11-12,32.7,24.3,0.6
2024-11-13,33.8,25.0,1.7
2024-11-14,34.6,24.9,0.4
2024-11-15,35.2,25.8,3.0
2024-11-16,34.2,26.0,1.4
2024-11-17,33.7,25.7,10.3
2024-11-18,33.7,24.0,12.9
2024-11-19,32.4,24.4,15.9
2024-11-20,33.4,24.5,8.7
2024-11-21,33.3,24.5,14.4
2024-11-22,32.6,25.0,3.1
2024-11-23,33.7,25.4,4.3
2024-11-24,33.0,25.0,10.2
2024-11-25,33.1,24.8,5.9
2024-11-26,33.0,25.0,2.4
2024-11-27,32.7,25.4,7.8
2024-11-28,33.5,25.2,6.4
2024-11-29,33.4,24.7,4.0
2024-11-30,32.1,24.8,6.1
2024-12-01,32.0,24.5,25.4
2024-12-02,30.4,24.6,2.3
2024-12-03,33.7,23.4,7.2
2024-12-04,32.6,24.5,8.4
2024-12-05,32.5,24.8,13.8
2024-12-06,28.2,24.4,26.6
2024-12-07,32.1,23.5,3.3
2024-12-08,32.6,24.0,4.0
2024-12-09,31.3,24.4,12.9
2024-12-10,33.1,24.3,13.3
2024-12-11,30.7,23.8,11.9
2024-12-12,30.8,23.4,14.3
2024-12-13,30.0,23.5,6.5
2024-12-14,28.6,23.9,35.9
2024-12-15,30.7,23.8,49.9
2024-12-16,28.3,24.4,16.2
2024-12-17,30.0,23.8,20.6
2024-12-18,29.9,23.4,5.1
2024-12-19,31.7,22.8,1.2
2024-12-20,32.5,24.7,1.1
2024-12-21,31.1,24.4,4.6
2024-12-22,30.2,23.8,7.4
2024-12-23,31.4,23.2,14.4
2024-12-24,32.0,23.8,9.3
2024-12-25,30.6,24.3,2.8
2024-12-26,30.8,23.7,15.2
2024-12-27,31.6,24.7,0.9
2024-12-28,30.7,24.9,10.7
2024-12-29,28.6,24.3,8.7
2024-12-30,31.4,23.4,10.7
2024-12-31,31.6,24.0,19.4
2025-01-01,27.8,24.3,31.2
2025-01-02,29.9,23.6,13.6
2025-01-03,30.4,23.4,2.5
2025-01-04,30.2,23.0,11.7
2025-01-05,29.5,23.6,11.1
2025-01-06,30.5,22.6,11.5
2025-01-07,30.4,23.7,11.3
2025-01-08,31.1,23.5,3.6
2025-01-09,33.1,23.6,0.9
2025-01-10,30.5,23.8,0.8
2025-01-11,31.3,24.2,6.2
2025-01-12,31.2,23.6,3.8
2025-01-13,30.4,23.9,4.5
2025-01-14,31.5,24.1,10.0
2025-01-15,31.0,23.3,10.0
2025-01-16,32.1,24.1,2.0
2025-01-17,32.7,24.5,17.9
2025-01-18,31.4,24.5,6.4
2025-01-19,32.2,23.6,15.4
2025-01-20,30.1,24.1,26.9
2025-01-21,30.5,23.2,4.3
2025-01-22,29.6,23.4,3.3
2025-01-23,27.8,23.7,2.3
2025-01-24,30.2,22.8,0.4
2025-01-25,31.9,23.9,2.5
2025-01-26,30.9,23.9,9.3
2025-01-27,29.1,24.4,7.9
2025-01-28,31.6,24.0,30.1
2025-01-29,31.0,23.8,17.8
2025-01-30,28.0,24.6,3.6
2025-01-31,29.2,25.5,0.0
2025-02-01,31.2,25.4,0.2
2025-02-02,30.9,25.4,0.5
2025-02-03,31.3,26.5,0.1
2025-02-04,32.2,26.3,0.4
2025-02-05,33.0,24.9,2.4
2025-02-06,31.6,25.7,1.4
2025-02-07,32.4,24.6,4.7
2025-02-08,32.3,23.9,8.4
2025-02-09,32.8,24.3,0.3
2025-02-10,31.8,24.7,0.2
2025-02-11,32.4,25.0,3.8
2025-02-12,34.2,25.7,0.0
2025-02-13,34.1,24.7,2.7
2025-02-14,32.5,24.0,5.6
2025-02-15,33.0,24.2,7.1
2025-02-16,32.6,24.1,11.9
2025-02-17,30.8,23.7,8.7
2025-02-18,31.7,23.6,2.8
2025-02-19,32.3,24.0,9.3
2025-02-20,31.3,24.5,1.3
2025-02-21,32.3,24.1,3.5
2025-02-22,32.3,24.2,18.4
2025-02-23,28.0,23.4,22.3
2025-02-24,30.4,23.6,13.9
2025-02-25,30.9,23.0,19.3
2025-02-26,31.1,24.2,3.7
2025-02-27,31.7,23.7,0.4
2025-02-28,32.6,23.4,5.2
2025-03-01,32.5,23.9,0.6
2025-03-02,32.8,24.5,0.4
2025-03-03,33.7,24.0,4.4
2025-03-04,32.8,24.6,2.2
2025-03-05,33.5,23.6,0.0
2025-03-06,32.7,25.6,10.4
2025-03-07,32.2,24.2,5.0
2025-03-08,32.7,24.3,11.4
2025-03-09,29.2,23.2,37.9
2025-03-10,30.1,24.0,14.2
2025-03-11,31.3,24.2,13.5
2025-03-12,32.4,24.2,2.1
2025-03-13,31.0,23.5,0.6
2025-03-14,30.4,24.6,3.8
2025-03-15,30.1,24.0,9.6
2025-03-16,30.4,24.1,6.7
2025-03-17,31.3,24.1,14.1
2025-03-18,31.7,23.9,0.7
2025-03-19,30.4,23.3,3.8
2025-03-20,31.9,23.0,0.0
2025-03-21,32.9,24.5,0.2
2025-03-22,31.2,24.7,2.8
2025-03-23,32.5,24.1,0.2
2025-03-24,31.4,24.5,2.8
2025-03-25,33.0,24.7,0.1
2025-03-26,34.2,25.4,5.5
2025-03-27,32.5,24.3,0.9
2025-03-28,32.9,24.4,8.1
2025-03-29,30.2,23.9,6.1
2025-03-30,30.8,23.3,2.2
2025-03-31,31.2,23.2,4.0
2025-04-01,31.4,23.9,1.2
2025-04-02,31.0,23.0,7.4
2025-04-03,31.9,23.4,3.3
2025-04-04,31.5,24.3,1.0
2025-04-05,30.8,23.4,2.2
2025-04-06,32.6,22.9,0.0
2025-04-07,32.2,23.0,0.1
2025-04-08,33.0,23.3,2.1
2025-04-09,32.4,23.8,0.3
2025-04-10,31.8,25.2,4.3
2025-04-11,33.1,24.9,0.6
2025-04-12,33.3,24.0,1.5
2025-04-13,33.0,23.7,0.6
2025-04-14,32.4,24.4,0.7
2025-04-15,33.4,24.4,0.6
2025-04-16,33.4,24.9,0.7
2025-04-17,32.1,24.6,1.6
2025-04-18,31.1,24.5,3.7
2025-04-19,31.8,24.3,2.9
2025-04-20,32.2,23.6,1.4
2025-04-21,32.8,23.7,0.2
2025-04-22,32.6,23.2,0.1
2025-04-23,33.8,22.5,0.7
2025-04-24,33.5,22.8,0.0
2025-04-25,33.1,24.0,0.4
2025-04-26,32.2,24.1,2.0
2025-04-27,34.3,23.0,1.8
2025-04-28,34.1,22.5,0.1
2025-04-29,34.5,23.3,0.0
2025-04-30,33.6,23.2,0.7
2025-05-01,33.9,24.5,1.1
2025-05-02,32.5,26.0,1.1
2025-05-03,33.7,24.2,0.1
2025-05-04,33.5,25.3,3.5
2025-05-05,34.0,23.8,2.4
2025-05-06,33.4,24.7,0.7
2025-05-07,34.7,24.8,1.0
2025-05-08,31.0,24.6,3.1
2025-05-09,30.1,23.5,24.5
2025-05-10,31.4,24.0,1.2
2025-05-11,31.3,23.9,10.5
2025-05-12,30.8,23.4,22.2
2025-05-13,28.9,24.2,5.5
2025-05-14,29.8,23.9,12.1
2025-05-15,29.7,24.6,13.3
2025-05-16,30.1,24.2,10.6
2025-05-17,29.9,24.5,16.9
2025-05-18,30.7,24.5,3.4
2025-05-19,31.4,24.3,4.2
2025-05-20,30.8,23.7,0.0
2025-05-21,31.3,23.8,1.6
2025-05-22,31.3,24.2,10.6
2025-05-23,28.9,23.6,35.3
2025-05-24,29.6,24.0,6.8
2025-05-25,30.5,24.6,2.4
2025-05-26,30.2,23.7,2.1
2025-05-27,29.4,24.5,1.2
2025-05-28,30.9,25.0,0.1
2025-05-29,31.4,23.4,0.0
2025-05-30,31.9,23.7,0.0
2025-05-31,31.3,24.1,17.4
2025-06-01,30.7,24.1,8.8
2025-06-02,30.8,23.3,0.4
2025-06-03,32.0,24.3,0.8
2025-06-04,31.4,24.4,0.1
2025-06-05,31.6,24.1,0.0
2025-06-06,31.9,23.0,0.0
2025-06-07,32.5,23.7,0.1
2025-06-08,30.9,23.9,2.1
2025-06-09,31.2,24.0,6.6
2025-06-10,31.6,23.6,0.1
2025-06-11,32.6,24.8,0.0
2025-06-12,33.1,22.3,0.0
2025-06-13,31.7,24.3,2.0
2025-06-14,31.4,23.9,4.2
2025-06-15,31.7,23.7,0.7
2025-06-16,31.6,23.7,1.6
2025-06-17,32.5,23.6,0.0
2025-06-18,32.8,22.8,0.0
2025-06-19,32.3,23.1,0.0
2025-06-20,28.7,23.1,0.9
2025-06-21,31.7,23.5,0.7
2025-06-22,31.9,24.2,0.1
2025-06-23,32.8,22.7,0.2
2025-06-24,32.5,23.3,0.0
2025-06-25,32.7,24.3,0.5
2025-06-26,32.1,24.6,0.0
2025-06-27,32.8,23.8,0.9
2025-06-28,33.0,23.9,0.4
2025-06-29,32.7,23.2,0.9
2025-06-30,31.7,22.7,0.0
2025-07-01,32.7,23.2,0.0
2025-07-02,32.5,23.4,0.0
2025-07-03,32.0,24.3,0.1
2025-07-04,31.8,23.3,0.0
2025-07-05,31.4,22.9,0.3
2025-07-06,29.9,23.5,6.6
2025-07-07,31.9,22.5,3.0
2025-07-08,30.9,22.8,0.0
2025-07-09,31.2,21.3,0.0
2025-07-10,31.7,20.8,0.0
2025-07-11,31.6,21.1,0.0
2025-07-12,31.6,22.7,0.9
2025-07-13,32.0,23.2,0.1
2025-07-14,32.1,23.2,0.4
2025-07-15,31.8,22.2,0.0
2025-07-16,32.0,24.0,0.0
2025-07-17,31.3,21.8,0.0
2025-07-18,30.5,21.4,0.0
2025-07-19,30.5,20.8,0.0
2025-07-20,30.4,20.3,0.0
2025-07-21,31.5,19.8,0.0
2025-07-22,31.0,19.5,0.0
2025-07-23,31.5,20.7,0.0
2025-07-24,32.0,21.7,0.0
2025-07-25,32.4,22.9,0.0
2025-07-26,32.9,23.0,0.0
2025-07-27,32.0,23.2,0.0
2025-07-28,32.8,22.5,1.2
2025-07-29,32.6,24.5,1.5
2025-07-30,32.8,24.0,0.0
2025-07-31,32.5,22.6,0.0
2025-08-01,32.3,21.5,0.0
